Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
6752,PANASONIC HOLDINGS CORP,Consumer Discretionary,Equity,70638803.88,0.05103,70638803.88,3729303,18.94,Japan,Tokyo Stock Exchange,JPY
TSCO,TESCO PLC,Consumer Staples,Equity,70610808.52,0.05101,70610808.52,10721237,6.59,United Kingdom,London Stock Exchange,GBP
COIN,COINBASE GLOBAL INC CLASS A,Financials,Equity,70321164.35,0.0508,70321164.35,358873,195.95,United States,NASDAQ,USD
RIO,RIO TINTO LTD,Materials,Equity,70253553.14,0.05075,70253553.14,563926,124.58,Australia,Asx - All Markets,AUD
GRMN,GARMIN LTD,Consumer Discretionary,Equity,70142192.51,0.05067,70142192.51,264199,265.49,United States,New York Stock Exchange Inc.,USD
RSG,REPUBLIC SERVICES INC,Industrials,Equity,69871596.7,0.05047,69871596.7,340339,205.3,United States,New York Stock Exchange Inc.,USD
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,69799529.48,0.05042,69799529.48,435322,160.34,United States,New York Stock Exchange Inc.,USD
2914,JAPAN TOBACCO INC,Consumer Staples,Equity,69433570.2,0.05016,69433570.2,1922298,36.12,Japan,Tokyo Stock Exchange,JPY
HLN,HALEON PLC,Health Care,Equity,69140403.38,0.04994,69140403.38,14528211,4.76,United Kingdom,London Stock Exchange,GBP
ATD,ALIMENTATION COUCHE TARD INC,Consumer Staples,Equity,69028281.07,0.04986,69028281.07,1185905,58.21,Canada,Toronto Stock Exchange,CAD
GMG,GOODMAN GROUP UNITS,Real Estate,Equity,68726393.58,0.04965,68726393.58,3193903,21.52,Australia,Asx - All Markets,AUD
KR,KROGER,Consumer Staples,Equity,68709193.35,0.04963,68709193.35,998535,68.81,United States,New York Stock Exchange Inc.,USD
6146,DISCO CORP,Information Technology,Equity,68331449.01,0.04936,68331449.01,146700,465.79,Japan,Tokyo Stock Exchange,JPY
DHI,D R HORTON INC,Consumer Discretionary,Equity,68314585,0.04935,68314585,421175,162.2,United States,New York Stock Exchange Inc.,USD
MSTR,STRATEGY INC CLASS A,Information Technology,Equity,68207256.78,0.04927,68207256.78,415974,163.97,United States,NASDAQ,USD
6702,FUJITSU LTD,Information Technology,Equity,67756443.64,0.04894,67756443.64,2781190,24.36,Japan,Tokyo Stock Exchange,JPY
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,67662630,0.04888,67662630,301500,224.42,United States,NASDAQ,USD
PRU,PRUDENTIAL PLC,Financials,Equity,67647923.06,0.04887,67647923.06,4449404,15.2,United Kingdom,London Stock Exchange,GBP
6301,KOMATSU LTD,Industrials,Equity,67457568.52,0.04873,67457568.52,1537938,43.86,Japan,Tokyo Stock Exchange,JPY
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,67432737.39,0.04871,67432737.39,833223,80.93,United States,NASDAQ,USD
HIG,HARTFORD INSURANCE GROUP INC,Financials,Equity,67356253.25,0.04866,67356253.25,484055,139.15,United States,New York Stock Exchange Inc.,USD
NDAQ,NASDAQ INC,Financials,Equity,67130332.8,0.04849,67130332.8,766328,87.6,United States,NASDAQ,USD
AMP,AMERIPRISE FINANCE INC,Financials,Equity,66338807.16,0.04792,66338807.16,143877,461.08,United States,New York Stock Exchange Inc.,USD
8053,SUMITOMO CORP,Industrials,Equity,66251914.23,0.04786,66251914.23,1762865,37.58,Japan,Tokyo Stock Exchange,JPY
WDS,WOODSIDE ENERGY GROUP LTD,Energy,Equity,66195610.57,0.04782,66195610.57,2959981,22.36,Australia,Asx - All Markets,AUD
RKT,RECKITT BENCKISER GROUP PLC,Consumer Staples,Equity,66131594.56,0.04777,66131594.56,995436,66.44,United Kingdom,London Stock Exchange,GBP
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Equity,65645315.91,0.04742,65645315.91,212837,308.43,United States,NASDAQ,USD
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,65634195.09,0.04741,65634195.09,1165173,56.33,United States,New York Stock Exchange Inc.,USD
K,KINROSS GOLD CORP,Materials,Equity,65499976.7,0.04731,65499976.7,2040260,32.1,Canada,Toronto Stock Exchange,CAD
RWE,RWE AG,Utilities,Equity,65370793.52,0.04722,65370793.52,954776,68.47,Germany,Xetra,EUR
ORA,ORANGE SA,Communication,Equity,65138560.85,0.04705,65138560.85,3141266,20.74,France,Nyse Euronext - Euronext Paris,EUR
ALC,ALCON AG,Health Care,Equity,65109240.83,0.04703,65109240.83,821025,79.3,Switzerland,SIX Swiss Exchange,CHF
SGO,COMPAGNIE DE SAINT GOBAIN SA,Industrials,Equity,64750581.88,0.04677,64750581.88,702595,92.16,France,Nyse Euronext - Euronext Paris,EUR
SSE,SSE PLC,Utilities,Equity,64547763.59,0.04663,64547763.59,1849548,34.9,United Kingdom,London Stock Exchange,GBP
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,64555642.95,0.04663,64555642.95,296603,217.65,United States,NASDAQ,USD
WCN,WASTE CONNECTIONS INC,Industrials,Equity,64148954.98,0.04634,64148954.98,406186,157.93,United States,New York Stock Exchange Inc.,USD
6367,DAIKIN INDUSTRIES LTD,Industrials,Equity,63857796.34,0.04613,63857796.34,470549,135.71,Japan,Tokyo Stock Exchange,JPY
UCB,UCB SA,Health Care,Equity,62882627.92,0.04542,62882627.92,216544,290.39,Belgium,Nyse Euronext - Euronext Brussels,EUR
XYZ,BLOCK INC CLASS A,Financials,Equity,62560188.25,0.04519,62560188.25,871919,71.75,United States,New York Stock Exchange Inc.,USD
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,62439484.28,0.0451,62439484.28,2171053,28.76,United States,New York Stock Exchange Inc.,USD
VTR,VENTAS REIT INC,Real Estate,Equity,62331343.2,0.04503,62331343.2,759120,82.11,United States,New York Stock Exchange Inc.,USD
ASSA B,ASSA ABLOY B,Industrials,Equity,62316379.75,0.04501,62316379.75,1532332,40.67,Sweden,Nasdaq Omx Nordic,SEK
9434,SOFTBANK CORP,Communication,Equity,62119885.81,0.04487,62119885.81,44599000,1.39,Japan,Tokyo Stock Exchange,JPY
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,62015421.12,0.0448,62015421.12,789402,78.56,United States,New York Stock Exchange Inc.,USD
285A,KIOXIA HOLDINGS CORP,Information Technology,Equity,61973573.42,0.04477,61973573.42,301700,205.41,Japan,Tokyo Stock Exchange,JPY
EME,EMCOR GROUP INC,Industrials,Equity,61716922.47,0.04458,61716922.47,73647,838.01,United States,New York Stock Exchange Inc.,USD
DDOG,DATADOG INC CLASS A,Information Technology,Equity,61376678.09,0.04434,61376678.09,474721,129.29,United States,NASDAQ,USD
III,3I GROUP PLC,Financials,Equity,61135443.31,0.04416,61135443.31,1594680,38.34,United Kingdom,London Stock Exchange,GBP
ED,CONSOLIDATED EDISON INC,Utilities,Equity,60991138.79,0.04406,60991138.79,563741,108.19,United States,New York Stock Exchange Inc.,USD
G,ASSICURAZIONI GENERALI,Financials,Equity,60977127.48,0.04405,60977127.48,1370124,44.5,Italy,Borsa Italiana,EUR
SLF,SUN LIFE FINANCIAL INC,Financials,Equity,60935038.38,0.04402,60935038.38,864677,70.47,Canada,Toronto Stock Exchange,CAD
FER,FERROVIAL,Industrials,Equity,60698156.2,0.04385,60698156.2,859674,70.61,Spain,Bolsa De Madrid,EUR
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,60690969.25,0.04384,60690969.25,167225,362.93,United States,NASDAQ,USD
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,60553073.58,0.04374,60553073.58,98542,614.49,United States,New York Stock Exchange Inc.,USD
SYY,SYSCO CORP,Consumer Staples,Equity,60420522.51,0.04365,60420522.51,807869,74.79,United States,New York Stock Exchange Inc.,USD
PRY,PRYSMIAN,Industrials,Equity,60274106.88,0.04354,60274106.88,429911,140.2,Italy,Borsa Italiana,EUR
LUMI,BANK LEUMI LE ISRAEL,Financials,Equity,60133404.82,0.04344,60133404.82,2376270,25.31,Israel,Tel Aviv Stock Exchange,ILS
CSU,CONSTELLATION SOFTWARE INC,Information Technology,Equity,59669323.56,0.0431,59669323.56,31312,1905.64,Canada,Toronto Stock Exchange,CAD
RKLB,ROCKET LAB CORP,Industrials,Equity,59652506.4,0.04309,59652506.4,688510,86.64,United States,NASDAQ,USD
TEVA,TEVA PHARMACEUTICAL INDUSTRIES ADR,Health Care,Equity,59655229.83,0.04309,59655229.83,1906527,31.29,Israel,New York Stock Exchange Inc.,USD
PCG,PG&E CORP,Utilities,Equity,59194062.9,0.04276,59194062.9,3486105,16.98,United States,New York Stock Exchange Inc.,USD
4519,CHUGAI PHARMACEUTICAL LTD,Health Care,Equity,59183674.75,0.04275,59183674.75,1085000,54.55,Japan,Tokyo Stock Exchange,JPY
CCI,CROWN CASTLE INC,Real Estate,Equity,59010143.72,0.04263,59010143.72,694891,84.92,United States,New York Stock Exchange Inc.,USD
U11,UNITED OVERSEAS BANK LTD,Financials,Equity,58876293.18,0.04253,58876293.18,2010751,29.28,Singapore,Singapore Exchange,SGD
MTB,M&T BANK CORP,Financials,Equity,58662354.3,0.04238,58662354.3,267987,218.9,United States,New York Stock Exchange Inc.,USD
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Equity,58664661.8,0.04238,58664661.8,214261,273.8,United States,NASDAQ,USD
8591,ORIX CORP,Financials,Equity,58385370.2,0.04218,58385370.2,1881090,31.04,Japan,Tokyo Stock Exchange,JPY
CVE,CENOVUS ENERGY,Energy,Equity,58187182.68,0.04203,58187182.68,2269217,25.64,Canada,Toronto Stock Exchange,CAD
EBS,ERSTE GROUP BANK AG,Financials,Equity,58168556.74,0.04202,58168556.74,483839,120.22,Austria,Wiener Boerse Ag,EUR
6954,FANUC CORP,Industrials,Equity,58110568.06,0.04198,58110568.06,1429755,40.64,Japan,Tokyo Stock Exchange,JPY
VMC,VULCAN MATERIALS,Materials,Equity,58009105.92,0.0419,58009105.92,199536,290.72,United States,New York Stock Exchange Inc.,USD
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,57628953.25,0.04163,57628953.25,825275,69.83,United States,New York Stock Exchange Inc.,USD
SE,SEA ADS REPRESENTING LTD CLASS A,Consumer Discretionary,Equity,57419984.36,0.04148,57419984.36,661292,86.83,Singapore,New York Stock Exchange Inc.,USD
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,57230053.77,0.04134,57230053.77,468753,122.09,United States,New York Stock Exchange Inc.,USD
JBL,JABIL INC,Information Technology,Equity,57136360.08,0.04127,57136360.08,171231,333.68,United States,New York Stock Exchange Inc.,USD
FFH,FAIRFAX FINANCIAL HOLDINGS SUB VOT,Financials,Equity,57138011.53,0.04127,57138011.53,31633,1806.28,Canada,Toronto Stock Exchange,CAD
FISV,FISERV INC,Financials,Equity,57067794.9,0.04122,57067794.9,902115,63.26,United States,NASDAQ,USD
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,56887896.51,0.04109,56887896.51,654561,86.91,United States,NASDAQ,USD
EQT,EQT CORP,Energy,Equity,56768718.16,0.04101,56768718.16,996292,56.98,United States,New York Stock Exchange Inc.,USD
NTR,NUTRIEN LTD,Materials,Equity,56525212.51,0.04083,56525212.51,777058,72.74,Canada,Toronto Stock Exchange,CAD
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,56351624.88,0.04071,56351624.88,2131302,26.44,United States,NASDAQ,USD
6723,RENESAS ELECTRONICS CORP,Information Technology,Equity,56298457.82,0.04067,56298457.82,2914300,19.32,Japan,Tokyo Stock Exchange,JPY
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,56209273.2,0.0406,56209273.2,568632,98.85,United States,NASDAQ,USD
GALD,GALDERMA GROUP N AG,Health Care,Equity,56079788.86,0.04051,56079788.86,286479,195.76,Switzerland,SIX Swiss Exchange,CHF
8725,MS&AD INSURANCE GROUP HOLDINGS INC,Financials,Equity,55775044.39,0.04029,55775044.39,2214675,25.18,Japan,Tokyo Stock Exchange,JPY
RBLX,ROBLOX CORP CLASS A,Communication,Equity,55360600.74,0.03999,55360600.74,903699,61.26,United States,New York Stock Exchange Inc.,USD
EXPN,EXPERIAN PLC,Industrials,Equity,55321762.23,0.03996,55321762.23,1405398,39.36,United Kingdom,London Stock Exchange,GBP
WEC,WEC ENERGY GROUP INC,Utilities,Equity,55266778.62,0.03992,55266778.62,486589,113.58,United States,New York Stock Exchange Inc.,USD
6701,NEC CORP,Information Technology,Equity,55195328.29,0.03987,55195328.29,1985400,27.8,Japan,Tokyo Stock Exchange,JPY
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,55121682.48,0.03982,55121682.48,3248184,16.97,United States,NASDAQ,USD
IRM,IRON MOUNTAIN INC,Real Estate,Equity,54789653.87,0.03958,54789653.87,464989,117.83,United States,New York Stock Exchange Inc.,USD
STLD,STEEL DYNAMICS INC,Materials,Equity,54572442.2,0.03942,54572442.2,247820,220.21,United States,NASDAQ,USD
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Financials,Equity,54527916.24,0.03939,54527916.24,684852,79.62,United States,NASDAQ,USD
SLHN,SWISS LIFE HOLDING AG,Financials,Equity,54320553.99,0.03924,54320553.99,44872,1210.57,Switzerland,SIX Swiss Exchange,CHF
8750,DAIICHI LIFE GROUP INC,Financials,Equity,54026121.66,0.03903,54026121.66,5961200,9.06,Japan,Tokyo Stock Exchange,JPY
GIVN,GIVAUDAN SA,Materials,Equity,53951956.91,0.03897,53951956.91,14731,3662.48,Switzerland,SIX Swiss Exchange,CHF
8630,SOMPO HOLDINGS INC,Financials,Equity,53680783.51,0.03878,53680783.51,1453110,36.94,Japan,Tokyo Stock Exchange,JPY
IFC,INTACT FINANCIAL CORP,Financials,Equity,53402109.18,0.03858,53402109.18,278924,191.46,Canada,Toronto Stock Exchange,CAD
FANG,DIAMONDBACK ENERGY INC,Energy,Equity,53366635.4,0.03855,53366635.4,281173,189.8,United States,NASDAQ,USD
SDZ,SANDOZ GROUP AG,Health Care,Equity,53336073.99,0.03853,53336073.99,644829,82.71,Switzerland,SIX Swiss Exchange,CHF
7267,HONDA MOTOR LTD,Consumer Discretionary,Equity,52969784.48,0.03826,52969784.48,6291050,8.42,Japan,Tokyo Stock Exchange,JPY
DOL,DOLLARAMA INC,Consumer Discretionary,Equity,52551007.38,0.03796,52551007.38,417931,125.74,Canada,Toronto Stock Exchange,CAD
NBIS,NEBIUS NV CLASS A,Information Technology,Equity,52555087.4,0.03796,52555087.4,335708,156.55,Netherlands,NASDAQ,USD
IR,INGERSOLL RAND INC,Industrials,Equity,52484329.26,0.03791,52484329.26,618846,84.81,United States,New York Stock Exchange Inc.,USD
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,52487221.95,0.03791,52487221.95,544191,96.45,United States,New York Stock Exchange Inc.,USD
4568,DAIICHI SANKYO LTD,Health Care,Equity,52381133.51,0.03784,52381133.51,2864071,18.29,Japan,Tokyo Stock Exchange,JPY
NTRS,NORTHERN TRUST CORP,Financials,Equity,52095955.08,0.03763,52095955.08,303342,171.74,United States,NASDAQ,USD
KVUE,KENVUE INC,Consumer Staples,Equity,51816648.6,0.03743,51816648.6,2995182,17.3,United States,New York Stock Exchange Inc.,USD
CBK,COMMERZBANK AG,Financials,Equity,51795315.1,0.03741,51795315.1,1226311,42.24,Germany,Xetra,EUR
POLI,BANK HAPOALIM BM,Financials,Equity,51715459.93,0.03736,51715459.93,1936880,26.7,Israel,Tel Aviv Stock Exchange,ILS
DOV,DOVER CORP,Industrials,Equity,51534285.72,0.03723,51534285.72,233949,220.28,United States,New York Stock Exchange Inc.,USD
DANSKE,DANSKE BANK,Financials,Equity,51304226.44,0.03706,51304226.44,990156,51.81,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
RMD,RESMED INC,Health Care,Equity,51304678.74,0.03706,51304678.74,231917,221.22,United States,New York Stock Exchange Inc.,USD
WAT,WATERS CORP,Health Care,Equity,51055864.23,0.03688,51055864.23,152301,335.23,United States,New York Stock Exchange Inc.,USD
FLEX,FLEX LTD,Information Technology,Equity,50848247.34,0.03673,50848247.34,597231,85.14,United States,NASDAQ,USD
8802,MITSUBISHI ESTATE CO LTD,Real Estate,Equity,50679998.04,0.03661,50679998.04,1764831,28.72,Japan,Tokyo Stock Exchange,JPY
NRG,NRG ENERGY INC,Utilities,Equity,50638892.88,0.03658,50638892.88,337908,149.86,United States,New York Stock Exchange Inc.,USD
KBC,KBC GROEP,Financials,Equity,50478598.58,0.03646,50478598.58,364783,138.38,Belgium,Nyse Euronext - Euronext Brussels,EUR
EQNR,EQUINOR,Energy,Equity,50459947.37,0.03645,50459947.37,1366676,36.92,Norway,Oslo Bors Asa,NOK
IQV,IQVIA HOLDINGS INC,Health Care,Equity,50309007.19,0.03634,50309007.19,286351,175.69,United States,New York Stock Exchange Inc.,USD
HAL,HALLIBURTON,Energy,Equity,50219820.7,0.03628,50219820.7,1316378,38.15,United States,New York Stock Exchange Inc.,USD
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,50202418.22,0.03626,50202418.22,694747,72.26,United States,NASDAQ,USD
WOW,WOOLWORTHS GROUP LTD,Consumer Staples,Equity,50157536.48,0.03623,50157536.48,1850837,27.1,Australia,Asx - All Markets,AUD
ERIC B,ERICSSON B,Information Technology,Equity,50035111.12,0.03614,50035111.12,4224795,11.84,Sweden,Nasdaq Omx Nordic,SEK
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,49926261,0.03606,49926261,516835,96.6,United States,NASDAQ,USD
AEE,AMEREN CORP,Utilities,Equity,49912713.32,0.03605,49912713.32,453917,109.96,United States,New York Stock Exchange Inc.,USD
TPR,TAPESTRY INC,Consumer Discretionary,Equity,49891201.5,0.03604,49891201.5,331503,150.5,United States,New York Stock Exchange Inc.,USD
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,49748514.42,0.03594,49748514.42,630766,78.87,United States,New York Stock Exchange Inc.,USD
CPRT,COPART INC,Industrials,Equity,49266338.24,0.03559,49266338.24,1460176,33.74,United States,NASDAQ,USD
TCL,TRANSURBAN GROUP STAPLED UNITS,Industrials,Equity,49192706.34,0.03553,49192706.34,4971192,9.9,Australia,Asx - All Markets,AUD
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,49060064.16,0.03544,49060064.16,1793131,27.36,United States,New York Stock Exchange Inc.,USD
AXON,AXON ENTERPRISE INC,Industrials,Equity,48767754.96,0.03523,48767754.96,120438,404.92,United States,NASDAQ,USD
SEB A,SKANDINAVISKA ENSKILDA BANKEN,Financials,Equity,48728753.72,0.0352,48728753.72,2443014,19.95,Sweden,Nasdaq Omx Nordic,SEK
SWED A,SWEDBANK,Financials,Equity,48717003.98,0.03519,48717003.98,1358018,35.87,Sweden,Nasdaq Omx Nordic,SEK
VWS,VESTAS WIND SYSTEMS,Industrials,Equity,48586773.13,0.0351,48586773.13,1600909,30.35,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
SYF,SYNCHRONY FINANCIAL,Financials,Equity,48536139.12,0.03506,48536139.12,625224,77.63,United States,New York Stock Exchange Inc.,USD
Z74,SINGAPORE TELECOMMUNICATIONS LTD,Communication,Equity,48030996.08,0.0347,48030996.08,12579476,3.82,Singapore,Singapore Exchange,SGD
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,48006882,0.03468,48006882,160424,299.25,United States,Cboe BZX,USD
8801,MITSUI FUDOSAN LTD,Real Estate,Equity,47970981.85,0.03465,47970981.85,4371558,10.97,Japan,Tokyo Stock Exchange,JPY
SIKA,SIKA AG,Materials,Equity,47920277.25,0.03462,47920277.25,245682,195.05,Switzerland,SIX Swiss Exchange,CHF
HO,THALES SA,Industrials,Equity,47913117.3,0.03461,47913117.3,164595,291.1,France,Nyse Euronext - Euronext Paris,EUR
PAYX,PAYCHEX INC,Industrials,Equity,47779704.08,0.03451,47779704.08,510031,93.68,United States,NASDAQ,USD
L,LOBLAW COMPANIES LTD,Consumer Staples,Equity,47593195.8,0.03438,47593195.8,1043907,45.59,Canada,Toronto Stock Exchange,CAD
INSM,INSMED INC,Health Care,Equity,47564396.32,0.03436,47564396.32,337384,140.98,United States,NASDAQ,USD
VICI,VICI PPTYS INC,Real Estate,Equity,47550496.7,0.03435,47550496.7,1673135,28.42,United States,New York Stock Exchange Inc.,USD
REP,REPSOL SA,Energy,Equity,47241906.51,0.03413,47241906.51,1942921,24.31,Spain,Bolsa De Madrid,EUR
DTE,DTE ENERGY,Utilities,Equity,47125303.96,0.03404,47125303.96,328468,143.47,United States,New York Stock Exchange Inc.,USD
BMW,BMW AG,Consumer Discretionary,Equity,47112611.65,0.03403,47112611.65,480223,98.11,Germany,Xetra,EUR
WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,46981579.44,0.03394,46981579.44,157741,297.84,United States,NASDAQ,USD
HEI,HEIDELBERG MATERIALS AG,Materials,Equity,46949337.78,0.03391,46949337.78,211488,222,Germany,Xetra,EUR
Q,QNITY ELECTRONICS INC,Information Technology,Equity,46926721.2,0.0339,46926721.2,347992,134.85,United States,New York Stock Exchange Inc.,USD
7182,JAPAN POST BANK LTD,Financials,Equity,46761991.4,0.03378,46761991.4,2866600,16.31,Japan,Tokyo Stock Exchange,JPY
FTS,FORTIS INC,Utilities,Equity,46745472.29,0.03377,46745472.29,834710,56,Canada,Toronto Stock Exchange,CAD
6762,TDK CORP,Information Technology,Equity,46648736.08,0.0337,46648736.08,2886300,16.16,Japan,Tokyo Stock Exchange,JPY
SUNB,SUNBELT RENTALS HOLDINGS INC,Industrials,Equity,46536406.42,0.03362,46536406.42,654440,71.11,United Kingdom,London Stock Exchange,GBP
CASY,CASEYS GENERAL STORES INC,Consumer Staples,Equity,46427598.88,0.03354,46427598.88,59384,781.82,United States,NASDAQ,USD
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,46301204.88,0.03345,46301204.88,322342,143.64,United States,New York Stock Exchange Inc.,USD
VOD,VODAFONE GROUP PLC,Communication,Equity,45999239.91,0.03323,45999239.91,30041527,1.53,United Kingdom,London Stock Exchange,GBP
AMRZ,AMRIZE AG,Materials,Equity,45991481.76,0.03322,45991481.76,805173,57.12,United States,New York Stock Exchange Inc.,USD
RJF,RAYMOND JAMES INC,Financials,Equity,45967768.46,0.03321,45967768.46,297449,154.54,United States,New York Stock Exchange Inc.,USD
ADYEN,ADYEN NV,Financials,Equity,45884466.96,0.03314,45884466.96,39788,1153.22,Netherlands,Euronext Amsterdam,EUR
ADS,ADIDAS N AG,Consumer Discretionary,Equity,45860278.17,0.03313,45860278.17,269034,170.46,Germany,Xetra,EUR
ATCO B,ATLAS COPCO CLASS B,Industrials,Equity,45855763.15,0.03312,45855763.15,2545669,18.01,Sweden,Nasdaq Omx Nordic,SEK
